gl_entry_id,entry_date,gl_account_code,account_description,entry_type,debit_gbp,credit_gbp,policy_reference,period,posted_by,approved
GLE-0000213,2025-01-14,GL-4002,Claims Expense,Premium Receipt,0.00,10759.75,POL-0079087,2025-01,system_etl,Y
GLE-0000214,2025-01-26,GL-5002,Technology Costs,Reinsurance,22710.28,0.00,POL-0100733,2025-01,marcus.webb,Y
GLE-0000215,2025-01-24,GL-5001,Operating Costs,Commission,23321.45,0.00,POL-0090045,2025-01,system_etl,Y
GLE-0000216,2025-05-02,GL-6001,Regulatory Reserve,Premium Receipt,11595.23,0.00,POL-0036180,2025-05,raj.patel,Y
GLE-0000217,2025-04-12,GL-4004,Reinsurance Recoveries,Claims Payment,0.00,19425.22,POL-0075794,2025-04,raj.patel,Y
GLE-0000218,2025-02-06,GL-6001,Regulatory Reserve,Claims Payment,12459.84,0.00,POL-0038789,2025-02,raj.patel,Y
GLE-0000219,2025-05-01,GL-4004,Reinsurance Recoveries,Write-off,0.00,46485.55,POL-0032138,2025-05,sophie.clarke,Y
GLE-0000220,2025-02-03,GL-4003,Commission Expense,Adjustment,16280.10,0.00,POL-0024438,2025-02,marcus.webb,Y
GLE-0000221,2025-04-18,GL-4004,Reinsurance Recoveries,Adjustment,10256.27,0.00,POL-0100346,2025-04,marcus.webb,Y
GLE-0000222,2025-06-14,GL-4004,Reinsurance Recoveries,Premium Receipt,0.00,5121.76,POL-0071359,2025-06,system_etl,Y
GLE-0000223,2025-03-04,GL-5001,Operating Costs,Claims Payment,32062.56,0.00,POL-0036060,2025-03,system_etl,Y
GLE-0000224,2025-01-11,GL-4004,Reinsurance Recoveries,Premium Receipt,0.00,35860.43,POL-0076264,2025-01,sophie.clarke,Y
GLE-0000225,2025-06-23,GL-4004,Reinsurance Recoveries,Write-off,0.00,22358.34,POL-0111362,2025-06,marcus.webb,Y
GLE-0000226,2025-04-29,GL-5002,Technology Costs,Reinsurance,0.00,17852.94,POL-0014076,2025-04,sophie.clarke,Y
GLE-0000227,2025-03-10,GL-6001,Regulatory Reserve,Write-off,30229.55,0.00,POL-0011656,2025-03,marcus.webb,Y
GLE-0000228,2025-01-10,GL-4004,Reinsurance Recoveries,Reinsurance,0.00,46046.48,POL-0044095,2025-01,system_etl,Y
GLE-0000229,2025-01-21,GL-5002,Technology Costs,Adjustment,0.00,40659.84,POL-0115146,2025-01,system_etl,Y
GLE-0000230,2025-03-02,GL-5001,Operating Costs,Claims Payment,0.00,40324.88,POL-0054291,2025-03,sophie.clarke,Y
GLE-0000231,2025-01-22,GL-5001,Operating Costs,Commission,27973.52,0.00,POL-0080850,2025-01,raj.patel,Y
GLE-0000232,2025-04-22,GL-4003,Commission Expense,Adjustment,0.00,2081.43,POL-0091270,2025-04,raj.patel,Y
GLE-0000233,2025-03-23,GL-4002,Claims Expense,Premium Receipt,24579.12,0.00,POL-0124000,2025-03,marcus.webb,Y
GLE-0000234,2025-06-06,GL-5001,Operating Costs,Adjustment,15194.44,0.00,POL-0089208,2025-06,marcus.webb,Y
GLE-0000235,2025-02-17,GL-5001,Operating Costs,Reinsurance,0.00,45241.36,POL-0100144,2025-02,sophie.clarke,Y
GLE-0000236,2025-02-18,GL-4002,Claims Expense,Premium Receipt,2623.10,0.00,POL-0123124,2025-02,system_etl,Y
GLE-0000237,2025-02-04,GL-4004,Reinsurance Recoveries,Adjustment,0.00,38400.92,POL-0122669,2025-02,raj.patel,Y
GLE-0000238,2025-06-03,GL-5002,Technology Costs,Commission,10839.52,0.00,POL-0048926,2025-06,sophie.clarke,Y
GLE-0000239,2025-01-27,GL-5002,Technology Costs,Write-off,0.00,25518.04,POL-0047268,2025-01,raj.patel,N
GLE-0000240,2025-04-01,GL-4003,Commission Expense,Adjustment,0.00,42684.39,POL-0047258,2025-04,system_etl,Y
GLE-0000241,2025-04-30,GL-4004,Reinsurance Recoveries,Write-off,0.00,15029.06,POL-0045891,2025-04,marcus.webb,Y
GLE-0000242,2025-01-16,GL-5001,Operating Costs,Adjustment,0.00,15301.81,POL-0077252,2025-01,sophie.clarke,Y
GLE-0000243,2025-02-07,GL-4003,Commission Expense,Adjustment,0.00,18117.23,POL-0009797,2025-02,system_etl,Y
GLE-0000244,2025-05-12,GL-6001,Regulatory Reserve,Premium Receipt,0.00,34235.37,POL-0084477,2025-05,raj.patel,Y
GLE-0000245,2025-02-16,GL-4004,Reinsurance Recoveries,Reinsurance,0.00,25912.15,POL-0068245,2025-02,marcus.webb,Y
GLE-0000246,2025-05-01,GL-6001,Regulatory Reserve,Premium Receipt,0.00,13248.79,POL-0018590,2025-05,raj.patel,Y
GLE-0000247,2025-02-07,GL-4002,Claims Expense,Premium Receipt,29315.72,0.00,POL-0118422,2025-02,marcus.webb,Y
GLE-0000248,2025-04-27,GL-5001,Operating Costs,Write-off,22303.50,0.00,POL-0047083,2025-04,raj.patel,Y
GLE-0000249,2025-05-14,GL-4002,Claims Expense,Write-off,0.00,9923.25,POL-0110527,2025-05,sophie.clarke,Y
GLE-0000250,2025-04-16,GL-5002,Technology Costs,Reinsurance,32645.47,0.00,POL-0070730,2025-04,raj.patel,Y
GLE-0000251,2025-02-24,GL-4003,Commission Expense,Claims Payment,5339.60,0.00,POL-0038297,2025-02,marcus.webb,Y
GLE-0000252,2025-03-28,GL-4002,Claims Expense,Write-off,0.00,42332.12,POL-0087816,2025-03,sophie.clarke,Y
GLE-0000253,2025-02-22,GL-6001,Regulatory Reserve,Premium Receipt,37374.29,0.00,POL-0096834,2025-02,sophie.clarke,Y
GLE-0000254,2025-05-28,GL-4001,Premium Income,Adjustment,35950.03,0.00,POL-0074941,2025-05,system_etl,Y
GLE-0000255,2025-05-28,GL-6001,Regulatory Reserve,Commission,0.00,23460.59,POL-0099112,2025-05,marcus.webb,Y
GLE-0000256,2025-04-08,GL-4002,Claims Expense,Premium Receipt,0.00,12352.83,POL-0080571,2025-04,marcus.webb,Y
GLE-0000257,2025-02-12,GL-4004,Reinsurance Recoveries,Premium Receipt,26446.88,0.00,POL-0111481,2025-02,raj.patel,Y
GLE-0000258,2025-02-06,GL-4004,Reinsurance Recoveries,Claims Payment,48501.34,0.00,POL-0101740,2025-02,system_etl,Y
GLE-0000259,2025-01-04,GL-6001,Regulatory Reserve,Commission,0.00,17847.22,POL-0012098,2025-01,raj.patel,Y
GLE-0000260,2025-02-01,GL-4002,Claims Expense,Commission,1331.36,0.00,POL-0107828,2025-02,marcus.webb,Y
GLE-0000261,2025-05-27,GL-5002,Technology Costs,Commission,24089.98,0.00,POL-0069114,2025-05,raj.patel,Y
GLE-0000262,2025-05-11,GL-4001,Premium Income,Reinsurance,47664.81,0.00,POL-0030257,2025-05,marcus.webb,Y
GLE-0000263,2025-01-29,GL-5002,Technology Costs,Reinsurance,41024.73,0.00,POL-0092037,2025-01,raj.patel,N
GLE-0000264,2025-06-24,GL-5001,Operating Costs,Adjustment,0.00,22959.23,POL-0039787,2025-06,sophie.clarke,Y
GLE-0000265,2025-06-13,GL-4002,Claims Expense,Commission,4218.11,0.00,POL-0029757,2025-06,raj.patel,Y
GLE-0000266,2025-03-13,GL-5001,Operating Costs,Adjustment,36332.69,0.00,POL-0044943,2025-03,raj.patel,Y
GLE-0000267,2025-04-10,GL-4004,Reinsurance Recoveries,Write-off,0.00,27880.17,POL-0094352,2025-04,raj.patel,Y
GLE-0000268,2025-01-11,GL-4002,Claims Expense,Reinsurance,3662.39,0.00,POL-0082041,2025-01,system_etl,Y
GLE-0000269,2025-06-28,GL-4001,Premium Income,Claims Payment,0.00,32121.45,POL-0055493,2025-06,raj.patel,Y
GLE-0000270,2025-03-25,GL-4002,Claims Expense,Adjustment,36172.99,0.00,POL-0031217,2025-03,sophie.clarke,Y
GLE-0000271,2025-02-10,GL-4004,Reinsurance Recoveries,Write-off,0.00,25814.99,POL-0102241,2025-02,raj.patel,Y
GLE-0000272,2025-05-27,GL-4001,Premium Income,Reinsurance,0.00,48861.47,POL-0090402,2025-05,raj.patel,Y
GLE-0000273,2025-04-08,GL-5001,Operating Costs,Reinsurance,11008.40,0.00,POL-0042474,2025-04,sophie.clarke,Y
GLE-0000274,2025-06-17,GL-4003,Commission Expense,Claims Payment,0.00,24838.67,POL-0119125,2025-06,raj.patel,Y
GLE-0000275,2025-03-14,GL-6001,Regulatory Reserve,Adjustment,38825.33,0.00,POL-0070653,2025-03,sophie.clarke,Y
GLE-0000276,2025-06-18,GL-4002,Claims Expense,Commission,43133.18,0.00,POL-0062533,2025-06,raj.patel,Y
GLE-0000277,2025-06-17,GL-4001,Premium Income,Adjustment,0.00,15807.05,POL-0097487,2025-06,raj.patel,Y
GLE-0000278,2025-02-10,GL-4002,Claims Expense,Premium Receipt,1720.49,0.00,POL-0024276,2025-02,system_etl,N
GLE-0000279,2025-04-03,GL-6001,Regulatory Reserve,Adjustment,0.00,1890.14,POL-0067041,2025-04,raj.patel,Y
GLE-0000280,2025-01-17,GL-4003,Commission Expense,Claims Payment,20793.97,0.00,POL-0039534,2025-01,marcus.webb,N
GLE-0000281,2025-02-27,GL-5001,Operating Costs,Write-off,0.00,5945.69,POL-0084473,2025-02,marcus.webb,Y
GLE-0000282,2025-05-14,GL-4003,Commission Expense,Reinsurance,0.00,24286.83,POL-0063773,2025-05,system_etl,Y
GLE-0000283,2025-06-09,GL-4001,Premium Income,Reinsurance,0.00,12235.02,POL-0070393,2025-06,system_etl,Y
GLE-0000284,2025-05-02,GL-4001,Premium Income,Commission,0.00,1819.40,POL-0099291,2025-05,raj.patel,Y
GLE-0000285,2025-03-29,GL-4001,Premium Income,Premium Receipt,35349.81,0.00,POL-0114264,2025-03,marcus.webb,Y
GLE-0000286,2025-03-06,GL-6001,Regulatory Reserve,Adjustment,16751.41,0.00,POL-0060516,2025-03,raj.patel,Y
GLE-0000287,2025-04-27,GL-4003,Commission Expense,Premium Receipt,13716.03,0.00,POL-0039481,2025-04,sophie.clarke,Y
GLE-0000288,2025-06-27,GL-4002,Claims Expense,Commission,0.00,11629.01,POL-0091886,2025-06,sophie.clarke,Y
GLE-0000289,2025-04-19,GL-4004,Reinsurance Recoveries,Premium Receipt,3708.41,0.00,POL-0037439,2025-04,raj.patel,Y
GLE-0000290,2025-05-22,GL-4002,Claims Expense,Commission,0.00,3376.85,POL-0044402,2025-05,system_etl,Y
GLE-0000291,2025-02-28,GL-6001,Regulatory Reserve,Reinsurance,37583.41,0.00,POL-0027059,2025-02,raj.patel,Y
GLE-0000292,2025-04-10,GL-4003,Commission Expense,Reinsurance,47433.64,0.00,POL-0098663,2025-04,sophie.clarke,Y
GLE-0000293,2025-04-19,GL-6001,Regulatory Reserve,Claims Payment,715.23,0.00,POL-0026494,2025-04,sophie.clarke,Y
GLE-0000294,2025-04-09,GL-5001,Operating Costs,Adjustment,7846.49,0.00,POL-0051753,2025-04,system_etl,Y
GLE-0000295,2025-02-27,GL-5001,Operating Costs,Reinsurance,32183.67,0.00,POL-0035638,2025-02,raj.patel,Y
GLE-0000296,2025-04-12,GL-4001,Premium Income,Claims Payment,24251.72,0.00,POL-0113433,2025-04,sophie.clarke,Y
GLE-0000297,2025-01-22,GL-4002,Claims Expense,Reinsurance,0.00,44454.62,POL-0062975,2025-01,sophie.clarke,Y
GLE-0000298,2025-01-15,GL-4004,Reinsurance Recoveries,Claims Payment,46281.90,0.00,POL-0103735,2025-01,system_etl,Y
GLE-0000299,2025-02-06,GL-5002,Technology Costs,Claims Payment,45971.21,0.00,POL-0017626,2025-02,sophie.clarke,Y
GLE-0000300,2025-05-30,GL-5002,Technology Costs,Adjustment,19703.90,0.00,POL-0098417,2025-05,system_etl,Y
GLE-0000301,2025-05-29,GL-4003,Commission Expense,Commission,0.00,13656.25,POL-0114021,2025-05,system_etl,Y
GLE-0000302,2025-05-01,GL-4003,Commission Expense,Reinsurance,14636.83,0.00,POL-0054901,2025-05,sophie.clarke,Y
GLE-0000303,2025-04-08,GL-5002,Technology Costs,Reinsurance,42062.39,0.00,POL-0031878,2025-04,sophie.clarke,Y
GLE-0000304,2025-06-26,GL-5002,Technology Costs,Commission,0.00,31630.41,POL-0094314,2025-06,sophie.clarke,Y
GLE-0000305,2025-06-07,GL-5001,Operating Costs,Commission,0.00,21115.06,POL-0032209,2025-06,marcus.webb,Y
GLE-0000306,2025-03-05,GL-4002,Claims Expense,Premium Receipt,19381.24,0.00,POL-0088643,2025-03,system_etl,Y
GLE-0000307,2025-03-14,GL-4003,Commission Expense,Write-off,0.00,46178.85,POL-0123646,2025-03,marcus.webb,Y
GLE-0000308,2025-02-04,GL-4004,Reinsurance Recoveries,Claims Payment,0.00,13083.46,POL-0051000,2025-02,system_etl,Y
GLE-0000309,2025-02-22,GL-5001,Operating Costs,Adjustment,0.00,21036.84,POL-0080532,2025-02,marcus.webb,Y
GLE-0000310,2025-06-02,GL-4002,Claims Expense,Write-off,19419.70,0.00,POL-0018502,2025-06,marcus.webb,Y
GLE-0000311,2025-06-29,GL-6001,Regulatory Reserve,Claims Payment,0.00,10816.87,POL-0064935,2025-06,raj.patel,Y
GLE-0000312,2025-01-04,GL-4001,Premium Income,Reinsurance,2667.41,0.00,POL-0066236,2025-01,sophie.clarke,Y
GLE-0000313,2025-05-25,GL-5001,Operating Costs,Adjustment,0.00,3986.73,POL-0019446,2025-05,marcus.webb,Y
GLE-0000314,2025-06-30,GL-5001,Operating Costs,Reinsurance,0.00,13036.01,POL-0088059,2025-06,system_etl,Y
GLE-0000315,2025-01-08,GL-4001,Premium Income,Premium Receipt,8074.41,0.00,POL-0032626,2025-01,sophie.clarke,Y
GLE-0000316,2025-06-03,GL-6001,Regulatory Reserve,Adjustment,0.00,45634.83,POL-0115357,2025-06,marcus.webb,Y
GLE-0000317,2025-06-27,GL-4003,Commission Expense,Adjustment,0.00,39261.72,POL-0019334,2025-06,sophie.clarke,Y
GLE-0000318,2025-04-23,GL-4001,Premium Income,Claims Payment,0.00,49911.65,POL-0075881,2025-04,sophie.clarke,Y
GLE-0000319,2025-03-29,GL-4004,Reinsurance Recoveries,Commission,0.00,33423.41,POL-0113009,2025-03,system_etl,N
GLE-0000320,2025-01-20,GL-4003,Commission Expense,Reinsurance,1263.81,0.00,POL-0068031,2025-01,sophie.clarke,Y
GLE-0000321,2025-04-25,GL-4002,Claims Expense,Write-off,0.00,20857.96,POL-0119732,2025-04,sophie.clarke,Y
GLE-0000322,2025-03-15,GL-5002,Technology Costs,Adjustment,41489.31,0.00,POL-0096586,2025-03,raj.patel,Y
GLE-0000323,2025-05-16,GL-5002,Technology Costs,Claims Payment,0.00,38806.05,POL-0057698,2025-05,marcus.webb,N
GLE-0000324,2025-01-23,GL-5002,Technology Costs,Claims Payment,0.00,15131.88,POL-0121239,2025-01,system_etl,Y
GLE-0000325,2025-06-26,GL-5002,Technology Costs,Commission,0.00,22809.54,POL-0067659,2025-06,marcus.webb,Y
GLE-0000326,2025-01-10,GL-4002,Claims Expense,Reinsurance,0.00,12229.03,POL-0079399,2025-01,system_etl,N
GLE-0000327,2025-04-10,GL-4002,Claims Expense,Write-off,0.00,37217.97,POL-0058786,2025-04,system_etl,Y
GLE-0000328,2025-03-09,GL-4001,Premium Income,Claims Payment,0.00,9065.27,POL-0042374,2025-03,marcus.webb,Y
GLE-0000329,2025-04-29,GL-4002,Claims Expense,Adjustment,7884.29,0.00,POL-0110127,2025-04,marcus.webb,Y
GLE-0000330,2025-03-02,GL-6001,Regulatory Reserve,Premium Receipt,47876.25,0.00,POL-0039533,2025-03,marcus.webb,Y
GLE-0000331,2025-06-25,GL-4001,Premium Income,Commission,0.00,19632.60,POL-0004311,2025-06,marcus.webb,Y
GLE-0000332,2025-03-22,GL-4002,Claims Expense,Adjustment,26965.05,0.00,POL-0044210,2025-03,system_etl,Y
GLE-0000333,2025-01-04,GL-5002,Technology Costs,Premium Receipt,0.00,37963.43,POL-0042379,2025-01,system_etl,Y
GLE-0000334,2025-03-14,GL-4001,Premium Income,Write-off,39890.80,0.00,POL-0077394,2025-03,system_etl,Y
GLE-0000335,2025-02-28,GL-6001,Regulatory Reserve,Write-off,21912.32,0.00,POL-0106391,2025-02,sophie.clarke,Y
GLE-0000336,2025-01-14,GL-4004,Reinsurance Recoveries,Reinsurance,47889.03,0.00,POL-0049848,2025-01,sophie.clarke,Y
GLE-0000337,2025-04-01,GL-4004,Reinsurance Recoveries,Reinsurance,0.00,32064.97,POL-0024589,2025-04,sophie.clarke,Y
GLE-0000338,2025-03-31,GL-4003,Commission Expense,Claims Payment,0.00,15766.83,POL-0059102,2025-03,system_etl,Y
GLE-0000339,2025-06-03,GL-6001,Regulatory Reserve,Premium Receipt,12779.05,0.00,POL-0008245,2025-06,sophie.clarke,Y
GLE-0000340,2025-01-17,GL-4004,Reinsurance Recoveries,Premium Receipt,24219.51,0.00,POL-0088530,2025-01,marcus.webb,Y
GLE-0000341,2025-01-24,GL-6001,Regulatory Reserve,Reinsurance,14573.25,0.00,POL-0001919,2025-01,marcus.webb,Y
GLE-0000342,2025-05-04,GL-6001,Regulatory Reserve,Reinsurance,0.00,37788.54,POL-0065313,2025-05,system_etl,Y
GLE-0000343,2025-02-23,GL-5001,Operating Costs,Premium Receipt,0.00,10529.50,POL-0006968,2025-02,sophie.clarke,Y
GLE-0000344,2025-01-14,GL-5002,Technology Costs,Adjustment,0.00,12737.75,POL-0107141,2025-01,marcus.webb,Y
GLE-0000345,2025-02-25,GL-6001,Regulatory Reserve,Adjustment,49509.10,0.00,POL-0026910,2025-02,raj.patel,Y
GLE-0000346,2025-03-06,GL-5001,Operating Costs,Commission,43319.89,0.00,POL-0124277,2025-03,system_etl,Y
GLE-0000347,2025-06-09,GL-4004,Reinsurance Recoveries,Premium Receipt,25529.39,0.00,POL-0084210,2025-06,raj.patel,Y
GLE-0000348,2025-04-03,GL-5002,Technology Costs,Adjustment,23822.63,0.00,POL-0047199,2025-04,system_etl,Y
GLE-0000349,2025-03-30,GL-4003,Commission Expense,Reinsurance,13334.28,0.00,POL-0020771,2025-03,sophie.clarke,Y
GLE-0000350,2025-06-01,GL-5001,Operating Costs,Write-off,27011.93,0.00,POL-0049382,2025-06,sophie.clarke,Y
GLE-0000351,2025-03-12,GL-4002,Claims Expense,Commission,37916.23,0.00,POL-0110485,2025-03,system_etl,Y
GLE-0000352,2025-02-10,GL-4004,Reinsurance Recoveries,Claims Payment,0.00,14508.29,POL-0104550,2025-02,marcus.webb,Y
GLE-0000353,2025-01-24,GL-4003,Commission Expense,Claims Payment,16165.50,0.00,POL-0031421,2025-01,marcus.webb,Y
GLE-0000354,2025-06-21,GL-5001,Operating Costs,Premium Receipt,39732.60,0.00,POL-0065997,2025-06,sophie.clarke,Y
GLE-0000355,2025-04-20,GL-4002,Claims Expense,Claims Payment,45105.04,0.00,POL-0056566,2025-04,marcus.webb,Y
GLE-0000356,2025-02-04,GL-4001,Premium Income,Write-off,47091.52,0.00,POL-0073590,2025-02,raj.patel,Y
GLE-0000357,2025-03-25,GL-6001,Regulatory Reserve,Premium Receipt,33471.31,0.00,POL-0059678,2025-03,system_etl,Y
GLE-0000358,2025-02-26,GL-4003,Commission Expense,Premium Receipt,0.00,47571.65,POL-0011750,2025-02,system_etl,Y
GLE-0000359,2025-01-11,GL-5001,Operating Costs,Claims Payment,0.00,4179.27,POL-0074409,2025-01,sophie.clarke,Y
GLE-0000360,2025-05-14,GL-4004,Reinsurance Recoveries,Claims Payment,0.00,14994.33,POL-0037731,2025-05,raj.patel,Y
GLE-0000361,2025-06-06,GL-5001,Operating Costs,Premium Receipt,0.00,34637.68,POL-0049925,2025-06,system_etl,Y
GLE-0000362,2025-04-12,GL-4003,Commission Expense,Write-off,8787.57,0.00,POL-0083215,2025-04,sophie.clarke,Y
GLE-0000363,2025-01-24,GL-4003,Commission Expense,Write-off,0.00,18450.88,POL-0045907,2025-01,marcus.webb,Y
GLE-0000364,2025-06-13,GL-4004,Reinsurance Recoveries,Write-off,16707.26,0.00,POL-0031806,2025-06,system_etl,Y
GLE-0000365,2025-04-29,GL-4002,Claims Expense,Reinsurance,42337.32,0.00,POL-0019630,2025-04,system_etl,Y
GLE-0000366,2025-05-05,GL-5002,Technology Costs,Adjustment,0.00,20218.84,POL-0025327,2025-05,sophie.clarke,Y
GLE-0000367,2025-03-25,GL-5001,Operating Costs,Commission,24562.85,0.00,POL-0098793,2025-03,marcus.webb,Y
GLE-0000368,2025-02-03,GL-5001,Operating Costs,Commission,15352.68,0.00,POL-0087821,2025-02,marcus.webb,Y
GLE-0000369,2025-03-19,GL-4002,Claims Expense,Commission,0.00,22918.13,POL-0064485,2025-03,raj.patel,Y
GLE-0000370,2025-04-24,GL-5001,Operating Costs,Reinsurance,0.00,4494.93,POL-0106931,2025-04,system_etl,Y
GLE-0000371,2025-04-19,GL-5001,Operating Costs,Adjustment,46631.32,0.00,POL-0037247,2025-04,raj.patel,Y
GLE-0000372,2025-05-14,GL-4003,Commission Expense,Premium Receipt,0.00,5317.55,POL-0003184,2025-05,raj.patel,Y
GLE-0000373,2025-05-14,GL-6001,Regulatory Reserve,Write-off,30783.25,0.00,POL-0020404,2025-05,system_etl,Y
GLE-0000374,2025-04-20,GL-4002,Claims Expense,Reinsurance,0.00,5927.76,POL-0059950,2025-04,raj.patel,Y
GLE-0000375,2025-06-28,GL-5001,Operating Costs,Premium Receipt,28449.57,0.00,POL-0020300,2025-06,raj.patel,Y
GLE-0000376,2025-01-02,GL-5002,Technology Costs,Write-off,45040.32,0.00,POL-0084304,2025-01,system_etl,Y
GLE-0000377,2025-03-16,GL-4002,Claims Expense,Commission,0.00,32178.77,POL-0102879,2025-03,system_etl,Y
GLE-0000378,2025-05-02,GL-5002,Technology Costs,Premium Receipt,0.00,10513.07,POL-0031946,2025-05,raj.patel,Y
GLE-0000379,2025-03-28,GL-4002,Claims Expense,Reinsurance,0.00,48984.64,POL-0006761,2025-03,system_etl,Y
GLE-0000380,2025-04-26,GL-4004,Reinsurance Recoveries,Claims Payment,29853.80,0.00,POL-0026802,2025-04,system_etl,Y
GLE-0000381,2025-05-08,GL-4003,Commission Expense,Claims Payment,7086.89,0.00,POL-0077641,2025-05,sophie.clarke,N
GLE-0000382,2025-05-14,GL-4004,Reinsurance Recoveries,Claims Payment,0.00,45104.77,POL-0024839,2025-05,sophie.clarke,Y
GLE-0000383,2025-05-31,GL-4002,Claims Expense,Adjustment,40569.76,0.00,POL-0048662,2025-05,marcus.webb,Y
GLE-0000384,2025-06-07,GL-4003,Commission Expense,Claims Payment,0.00,26632.94,POL-0081968,2025-06,sophie.clarke,Y
GLE-0000385,2025-04-21,GL-5001,Operating Costs,Write-off,17982.41,0.00,POL-0037363,2025-04,system_etl,Y
GLE-0000386,2025-02-23,GL-4004,Reinsurance Recoveries,Write-off,27946.79,0.00,POL-0117418,2025-02,sophie.clarke,Y
GLE-0000387,2025-01-12,GL-6001,Regulatory Reserve,Adjustment,0.00,25571.27,POL-0060343,2025-01,system_etl,Y
GLE-0000388,2025-05-15,GL-4004,Reinsurance Recoveries,Reinsurance,46400.58,0.00,POL-0056025,2025-05,sophie.clarke,Y
GLE-0000389,2025-03-21,GL-5001,Operating Costs,Adjustment,0.00,6885.13,POL-0034405,2025-03,raj.patel,Y
GLE-0000390,2025-01-30,GL-4001,Premium Income,Commission,0.00,39363.31,POL-0051974,2025-01,marcus.webb,Y
GLE-0000391,2025-03-04,GL-6001,Regulatory Reserve,Reinsurance,37515.39,0.00,POL-0024126,2025-03,raj.patel,Y
GLE-0000392,2025-04-19,GL-5001,Operating Costs,Commission,0.00,45152.74,POL-0102387,2025-04,system_etl,N
GLE-0000393,2025-03-09,GL-4001,Premium Income,Reinsurance,0.00,8662.42,POL-0021174,2025-03,raj.patel,Y
GLE-0000394,2025-06-13,GL-4001,Premium Income,Premium Receipt,18585.76,0.00,POL-0118960,2025-06,marcus.webb,Y
GLE-0000395,2025-05-18,GL-4004,Reinsurance Recoveries,Premium Receipt,0.00,25514.33,POL-0008558,2025-05,system_etl,Y
GLE-0000396,2025-05-19,GL-6001,Regulatory Reserve,Commission,0.00,15467.58,POL-0009797,2025-05,sophie.clarke,Y
GLE-0000397,2025-02-06,GL-4003,Commission Expense,Premium Receipt,0.00,20278.00,POL-0057359,2025-02,system_etl,Y
GLE-0000398,2025-03-03,GL-4002,Claims Expense,Claims Payment,6831.96,0.00,POL-0015736,2025-03,marcus.webb,Y
GLE-0000399,2025-01-08,GL-4004,Reinsurance Recoveries,Write-off,0.00,19366.39,POL-0062727,2025-01,sophie.clarke,Y
GLE-0000400,2025-01-25,GL-4004,Reinsurance Recoveries,Write-off,0.00,920.63,POL-0042730,2025-01,system_etl,Y
GLE-0000401,2025-01-22,GL-5001,Operating Costs,Premium Receipt,0.00,45576.85,POL-0080730,2025-01,raj.patel,Y
GLE-0000402,2025-01-29,GL-6001,Regulatory Reserve,Premium Receipt,11795.10,0.00,POL-0042697,2025-01,sophie.clarke,Y
GLE-0000403,2025-05-01,GL-4004,Reinsurance Recoveries,Commission,0.00,15757.83,POL-0073186,2025-05,marcus.webb,N
GLE-0000404,2025-06-09,GL-4002,Claims Expense,Claims Payment,0.00,18091.76,POL-0078823,2025-06,system_etl,Y
GLE-0000405,2025-06-26,GL-5002,Technology Costs,Adjustment,32019.40,0.00,POL-0011565,2025-06,sophie.clarke,Y
GLE-0000406,2025-01-30,GL-4001,Premium Income,Commission,0.00,31476.30,POL-0025229,2025-01,system_etl,Y
GLE-0000407,2025-04-27,GL-6001,Regulatory Reserve,Reinsurance,0.00,17689.38,POL-0052033,2025-04,raj.patel,Y
GLE-0000408,2025-05-27,GL-4003,Commission Expense,Premium Receipt,23547.50,0.00,POL-0062424,2025-05,raj.patel,Y
GLE-0000409,2025-04-24,GL-4001,Premium Income,Claims Payment,42529.21,0.00,POL-0075138,2025-04,marcus.webb,Y
GLE-0000410,2025-01-11,GL-4003,Commission Expense,Claims Payment,18790.92,0.00,POL-0110524,2025-01,system_etl,Y
GLE-0000411,2025-06-23,GL-4004,Reinsurance Recoveries,Premium Receipt,0.00,45683.65,POL-0034733,2025-06,raj.patel,Y
GLE-0000412,2025-02-09,GL-4001,Premium Income,Premium Receipt,0.00,44049.81,POL-0085024,2025-02,system_etl,Y
